item_id,description,item_class,retail_1,last_unit_cost,category
6COM,6D-COMMON NAIL PICKET,Non-stock item,2.5,0.75,section_panel
6HEP6,6 x 6 x 6 HEAVY POST ALUMINUM,Non-stock item,0.0,0.0,post
6HEP7,6 x 6 x 7 HEAVY POST ALUMINUM,Non-stock item,0.0,0.0,post
6HEP8,6 x 6 x 8 HEAVY POST ALUMINUM,Non-stock item,0.0,0.0,post
6HEP9,6 x 6 x 9 HEAVY POST ALUMINUM,Non-stock item,342.58,188.42,post
766038090-01,"8""""x90"""" Tapered Pergola Colum",Non-stock item,202.22,101.11,other
766058000-01,"8"""" Round Tapered Column Trim",Non-stock item,90.7,45.35,other
766068000-001,"8"""" round column beam mount as",Non-stock item,185.06,92.53,other
766078000-00,"8"""" Tapered pergola column mou",Non-stock item,119.04,59.52,other
7GAZ,7' GAZEBO KIT,Non-stock item,2580.0,1419.0,other
881C,8 x 8 CEDAR STOCKADE 3/4 #1,Non-stock item,359.68,223.0,section_panel
881S,8 x 8 SPRUCE STOCKADE 3/4 #1,Non-stock item,200.0,124.0,section_panel
8CCA,ACQ POST 4 x 4 x 8'  TREATED,Non-stock item,26.2,13.1,post
8CCAF,ACQ POST 4 x 4 x 8'  FLAT GOTH,Non-stock item,31.06,15.53,post
8CCAG,ACQ POST 4 x 4 x 8'  GOTHIC,Non-stock item,31.06,15.53,post
8CCAH,ACQ POST 4 x 4 x 8'  HEX TOP,Non-stock item,31.06,15.53,post
8CCAP,ACQ POST 4 x 4 x 8'  POINTED,Non-stock item,31.06,15.53,post
8OSH,8 in STRAP HINGE,Non-stock item,23.58,9.43,gate
8TH,8 in BLACK ORNAMENT TEE HINGE,Non-stock item,26.23,10.49,gate
8THS,8 in TEE HINGE SPRING LOADED,Non-stock item,18.0,7.2,gate
955061060-01,"6"""" straight round porch colum",Non-stock item,73.62,36.81,other
9CCA,ACQ POST 4 x 4 x 9'  TREATED,Non-stock item,35.78,17.89,post
9CCAF,ACQ POST 4 x 4 x 9'  FLAT GOTH,Non-stock item,49.28,24.64,post
9CCAG,ACQ POST 4 x 4 x 9'  GOTHIC TO,Non-stock item,49.28,24.64,post
9CCAH,ACQ POST 4 x 4 x 9'  HEX TOP,Non-stock item,49.28,24.64,post
9CCAP,ACQ POST 4 x 4 x 9'  POINTED,Non-stock item,49.28,24.64,post
ADA104,"ADA HANDRAILING 8'8"""" WHITE (J",Non-stock item,94.98,52.24,other
ADAELBOW90,ADA HANDRAILING ELBOW BRACKET,Non-stock item,47.33,26.03,other
ADB410,400 lb face mount adjustable d,Non-stock item,76.25,30.5,other
adj,,Non-stock item,0.0,0.0,other
ADT10,1/2 TON TROLLEY orange type CL,Non-stock item,155.13,85.32,other
AGC138,ALUM. 1-3/8 GATE CORNER,Non-stock item,7.96,3.58,gate
AK-11,LINEAR AK-11 2 CHANNEL DIGITAL,Non-stock item,377.2,245.18,other
ALBER4,4 ALBERTSON CUSTOM WOOD,Non-stock item,214.29,150.0,section_panel
ALBER5,5 ALBERTSON CUSTOM WOOD,Non-stock item,250.0,175.0,section_panel
ALBER6,6 ALBERTSON CUSTOM WOOD,Non-stock item,282.8,197.96,section_panel
ALT44,ALTON 4 x 4 SECTION,Non-stock item,162.11,89.16,section_panel
ALT46,ALTON 4 x 6 SECTION,Non-stock item,211.33,116.23,section_panel
ALT54,ALTON 5 x 4 SECTION,Non-stock item,168.65,92.76,section_panel
ALT56,ALTON 5 x 6 SECTION,Non-stock item,221.67,121.92,section_panel
ALT64,ALTON 6 x 4 SECTION,Non-stock item,175.2,96.36,section_panel
ALT66,ALTON 6 x 6 SECTION,Non-stock item,232.02,127.61,section_panel
ALTG43,ALTON GATE 4 x 3 OPEN,Non-stock item,327.96,163.98,gate
ALTG44,ALTON GATE 4 x 4 OPEN,Non-stock item,344.52,172.26,gate
ALTG45,ALTON GATE 4 x 5 OPEN,Non-stock item,365.64,182.82,gate
ALTG53,ALTON GATE 5 x 3 OPEN,Non-stock item,342.5,171.25,gate
ALTG54,ALTON GATE 5 x 4 OPEN,Non-stock item,365.92,182.96,gate
ALTG55,ALTON GATE 5 x 5 OPEN,Non-stock item,384.82,192.41,gate
ALTG63,ALTON GATE 6 x 3 OPEN,Non-stock item,359.68,179.84,gate
ALTG64,ALTON GATE 6 x 4 OPEN,Non-stock item,418.54,209.27,gate
ALTG65,ALTON GATE 6 x 5 OPEN,Non-stock item,404.6,202.3,gate
ALUH2356,ALUM SUPPORT 2 x 3-1/2 x 6' #9,Non-stock item,22.24,12.9,aluminum
ALUH2358,ALUM SUPPORT 2 x 3-1/2 x 8' #9,Non-stock item,29.66,17.2,aluminum
ALUI1555,ALUM SUPPORT I 1-1/2 x 5-1/2 x,Non-stock item,17.5,8.75,aluminum
ALUM10,10' ALUMINUM SLATS PER BOX,Non-stock item,355.8,177.9,aluminum
ALUM10S,10' ALUMINUM SLATS PER BOX SPE,Non-stock item,426.96,213.48,aluminum
ALUM12,12' ALUMINUM SLATS PER BOX,Non-stock item,483.72,241.86,aluminum
ALUM12S,12' ALUMINUM SLATS PER BOX SPE,Non-stock item,580.46,290.23,aluminum
ALUM4,4' ALUMINUM SLATS PER BOX,Non-stock item,152.24,76.12,aluminum
ALUM4S,4' ALUMINUM SLATS PER BOX SPEC,Non-stock item,182.69,91.34,aluminum
ALUM5,5' ALUMINUM SLATS PER BOX,Non-stock item,205.96,102.98,aluminum
ALUM5S,5' ALUMINUM SLATS PER BOX SPEC,Non-stock item,247.15,123.58,aluminum
ALUM6,6' ALUMINUM SLATS PER BOX,Non-stock item,235.34,117.67,aluminum
ALUM6S,6' ALUMINUM SLATS PER BOX SPEC,Non-stock item,282.41,141.2,aluminum
ALUM7,7' ALUMINUM SLATS PER BOX,Non-stock item,279.18,139.59,aluminum
ALUM7S,7' ALUMINUM SLATS PER BOX SPEC,Non-stock item,335.02,167.51,aluminum
ALUM8,8' ALUMINUM SLATS PER BOX,Non-stock item,317.86,158.93,aluminum
ALUM8S,8' ALUMINUM SLATS PER BOX SPEC,Non-stock item,381.43,190.72,aluminum
ALUU8,U-CHAN 1-3/4 x 8 ALUM. .063 #9,Non-stock item,20.0,10.0,aluminum
AMB44,ALUM POST MOUNT 4 x 4 x 2,Non-stock item,15.74,1.7,post
AMB55,ALUM POST MOUNT 5 x 5 x 2,Non-stock item,18.54,2.02,post
AMITY4,4 AMITYVILLE CUSTOM WOOD,Non-stock item,214.29,150.0,section_panel
AMITY5,5 AMITYVILLE CUSTOM WOOD,Non-stock item,250.0,175.0,section_panel
AMITY6,6 AMITYVILLE CUSTOM WOOD,Non-stock item,282.8,197.96,section_panel
AMITY8,8 AMITYVILLE CUSTOM WOOD,Non-stock item,321.43,225.0,section_panel
ANCHOR,,Non-stock item,0.0,0.0,concrete
AP-5,AP-5 receiver Dual gate door c,Non-stock item,137.08,89.1,gate
APC138,1-3/8 ALUM. POST CAP,Non-stock item,2.45,0.49,post
APC158,1-5/8 ALUM. POST CAP,Non-stock item,3.5,0.7,post
APC200,2 in.  ALUM. POST CAP,Non-stock item,3.6,0.72,post
APC250,2-12 in.  ALUM. POST CAP,Non-stock item,7.1,1.42,post
APC300,3 in. ALUM. POST CAP,Non-stock item,10.3,2.06,post
APC400,4 in. ALUM. POST CAP,Non-stock item,11.9,2.38,post
APS48,ALUM POST STIFFNER 4 x 4 x 8 #,Non-stock item,104.31,54.24,post
APS55,ALUM POST STIFFNER 5 x 5 PER F,Non-stock item,0.0,8.07,post
APS565,ALUM POST STIFFNER 5 x 5 x 6-1,Non-stock item,100.88,52.46,post
APS58,ALUM POST STIFFNER 5 x 5 x 8 #,Non-stock item,124.15,64.56,post
AR25PT,"Arabian Newel 2-1/2"""" post tri",Non-stock item,20.1,9.65,post
AR325PT,"Arabian Newel 3-1/4"""" post tri",Non-stock item,24.94,11.97,post
AR4PT,"Arabian Newel 4"""" post trim",Non-stock item,34.88,16.74,post
ARAHB,1 pack American Adjustable Hor,Non-stock item,114.31,54.87,other
ARASB,1 pack American Adjustable Sta,Non-stock item,114.31,54.87,other
ARB,1 pack American Straigt Bracke,Non-stock item,59.54,28.58,other
ARB36,36 x 6' American Straight Rail,Non-stock item,383.04,183.86,other
ARB38,36 x 8' American Straight Rail,Non-stock item,490.31,235.35,other
ARB426,42 x 6' American Straight Rail,Non-stock item,428.98,205.91,other
ARB428,42 x 8' American Straight Rail,Non-stock item,549.15,263.59,other
ARBS36,36 x 6' American Stair Rail -,Non-stock item,382.0,183.36,other
ARBS38,36 x 8' American Stair Rail -,Non-stock item,490.31,235.35,other
ARBS426,42 x 6' Arabian Stair Rail - B,Non-stock item,0.0,0.0,other
ARBS428,42 x 8' Arabian Stair Rail - B,Non-stock item,0.0,0.0,other
ARD36,36 x 6' Arabian Straight Rail,Non-stock item,0.0,0.0,other
ARD38,36 x 8' Arabian Straight Rail,Non-stock item,0.0,0.0,other
ARD426,42 x 6' Arabian Straight Rail,Non-stock item,0.0,0.0,other
ARD428,42 x 8' Arabian Straight Rail,Non-stock item,0.0,0.0,other
ARDS36,36 x 6' Arabian Stair Rail - D,Non-stock item,0.0,0.0,other
ARDS38,36 x 8' Arabian Stair Rail - D,Non-stock item,0.0,0.0,other
ARDS426,42 x 6' Arabian Stair Rail - D,Non-stock item,0.0,0.0,other
ARDS428,42 x 8' Arabian Stair Rail - D,Non-stock item,0.0,0.0,other
ARE138,1-3/8 ALUM. RAIL END,Non-stock item,3.1,0.62,aluminum
ARE158,1-5/8 ALUM. RAIL END,Non-stock item,5.65,1.13,aluminum
ARES1500,Bft ares 1500 slide gate opera,Non-stock item,1384.62,900.0,gate
ARG33,"Arabian Gate 3' x 36"""" exact",Non-stock item,0.0,0.0,gate
ARG34,"Arabian Gate 3' x 48"""" exact",Non-stock item,0.0,0.0,gate
ARG423,"Arabian Gate 42"""" x 36"""" exact",Non-stock item,0.0,0.0,gate
ARG424,"Arabian Gate 42"""" x 48"""" exact",Non-stock item,0.0,0.0,gate
ARL46,ARLINGTON 4 x 6 SECTION,Non-stock item,180.32,90.16,section_panel
ARL56,ARLINGTON 5 x 6 SECTION,Non-stock item,189.68,94.84,section_panel
ARL66,ARLINGTON 6 x 6 SECTION,Non-stock item,176.86,88.43,section_panel
ARLG43,ARLINGTON GATE 4 x 3 OPEN,Non-stock item,218.5,109.25,gate
ARLG44,ARLINGTON GATE 4 x 4 OPEN,Non-stock item,233.38,116.69,gate
ARLG45,ARLINGTON GATE 4 x 5 OPEN,Non-stock item,247.54,123.77,gate
ARLG53,ARLINGTON GATE 5 x 3 OPEN,Non-stock item,236.96,118.48,gate
ARLG54,ARLINGTON GATE 5 x 4 OPEN,Non-stock item,245.34,122.67,gate
ARLG55,ARLINGTON GATE 5 x 5 OPEN,Non-stock item,260.98,130.49,gate
ARLG63,ARLINGTON GATE 6 x 3 OPEN,Non-stock item,240.38,120.19,gate
ARLG64,ARLINGTON GATE 6 x 4 OPEN,Non-stock item,258.22,129.11,gate
ARLG65,ARLINGTON GATE 6 x 5 OPEN,Non-stock item,275.34,137.67,gate
ARP2538,"Arabian Newel 2-1/2""""x38"""" H W",Non-stock item,0.0,0.0,other
ARP2548,"American  Newel 2-1/2""""x48"""" H",Non-stock item,110.96,53.26,other
ARP2578,"Arabian Newel 2-1/2""""x78"""" H W",Non-stock item,0.0,0.0,other
ARP32538,"Arabian Newel 3-1/4""""x38"""" H W",Non-stock item,0.0,0.0,other
ARP32548,"Arabian Newel 3-1/4""""x48"""" H W",Non-stock item,0.0,0.0,other
ARP32578,"Arabian Newel 3-1/4""""x78"""" H W",Non-stock item,0.0,0.0,other
ARP438,"Arabian Newel 4""""x38"""" H W pos",Non-stock item,0.0,0.0,other
ARP44,"Arabian Newel 4""""x48"""" H W pos",Non-stock item,110.96,53.26,other
ARP478,"Arabian Newel 4""""x78"""" H W pos",Non-stock item,0.0,0.0,other
ARPC25BC,"Arabian Newel 2-1/2"""" ball top",Non-stock item,0.0,0.0,other
ARPC25FC,"Arabian Newel 2-1/2"""" flat pos",Non-stock item,10.08,4.84,other
ARPC25GBC,"Arabian Newel 2-1/2"""" gold bal",Non-stock item,0.0,0.0,other
ARPC25GFC,"Arabian Newel 2-1/2"""" gold fla",Non-stock item,0.0,0.0,other
ARPC325BC,"Arabian Newel 3-1/4"""" ball top",Non-stock item,0.0,0.0,other
ARPC325FC,"Arabian Newel 3-1/4"""" flat pos",Non-stock item,10.77,5.17,other
ARPC325GBC,"Arabian Newel 3-1/4"""" gold bal",Non-stock item,0.0,0.0,other
ARPC325GFC,"Arabian Newel 3-1/4"""" gold fla",Non-stock item,0.0,0.0,other
ARPC4BC,"Arabian Newel 4"""" ball top pos",Non-stock item,0.0,0.0,other
ARPC4FC,"Arabian Newel 4"""" flat post ca",Non-stock item,21.42,10.28,post
ARPC4GBC,"Arabian Newel 4"""" gold ball to",Non-stock item,0.0,0.0,other
ARPC4GFC,"Arabian Newel 4"""" gold flat po",Non-stock item,0.0,0.0,other
ARPWP2538,"Arabian Newel 2-1/2""""x38"""" H W",Non-stock item,136.02,65.29,other
ARPWP2548,"Arabian Newel 2-1/2""""x48"""" H W",Non-stock item,169.44,81.33,other
ARPWP32538,"Arabian Newel 3-1/4""""x38"""" H W",Non-stock item,164.35,78.89,other
ARPWP32548,"Arabian Newel 3-1/4""""x48"""" H W",Non-stock item,180.96,86.86,other
ARPWP438,"Arabian Newel 4""""x38"""" H W pos",Non-stock item,188.06,90.27,other
ARPWP44,"Arabian Newel 4""""x48"""" H W pos",Non-stock item,208.21,99.94,other
ARSB,1 pack American Stair Brackets,Non-stock item,57.17,27.44,other
ASB410,400 lb face mount adjustable s,Non-stock item,63.05,25.22,other
ASHBURY,Ashbury Arbor,Non-stock item,898.64,494.25,other
ATLAN3,ATLANTIC 3 x 6 SECTION,Non-stock item,124.86,62.43,section_panel
ATLAN4,ATLANTIC 4 x 6 SECTION,Non-stock item,123.09,67.7,section_panel
ATLAN42,ATLANTIC 42 x 6 SECTION,Non-stock item,123.04,67.67,section_panel
ATLANG33,ATLANTIC GATE 3 x 3 OPEN,Non-stock item,152.5,76.25,gate
ATLANG34,ATLANTIC GATE 3 x 4 OPEN,Non-stock item,166.4,83.2,gate
ATLANG35,ATLANTIC GATE 3 x 5 OPEN,Non-stock item,180.28,90.14,gate
ATLANG423,ATLANTIC GATE 42 x 3 OPEN,Non-stock item,157.82,78.91,gate
ATLANG424,ATLANTIC GATE 42 x 4 OPEN,Non-stock item,172.64,86.32,gate
ATLANG425,ATLANTIC GATE 42 x 5 OPEN,Non-stock item,187.44,93.72,gate
ATLANG43,ATLANTIC GATE 4 x 3 OPEN,Non-stock item,163.16,81.58,gate
ATLANG44,ATLANTIC GATE 4 x 4 OPEN,Non-stock item,178.9,89.45,gate
ATLANG45,ATLANTIC GATE 4 x 5 OPEN,Non-stock item,194.62,97.31,gate
AVA46C,4 x 6 Avalon comm Alum 3/4 x 3,Non-stock item,231.48,125.0,aluminum
AVA48C,4 x 8 Avalon Comm Alum 3/4 x 3,Non-stock item,231.48,125.0,aluminum
AVA4A,4 x 8 Avalon areo alum 1 x 5/8,Non-stock item,0.0,0.0,aluminum
AVA4R,4 x 6 Avalon resi. Alum 5/8 4i,Non-stock item,159.26,86.0,aluminum
AVA56C,5 x 6 Avalon Comm Alum 3/4 x 3,Non-stock item,203.7,110.0,aluminum
AVA58C,5 x 8 Avalon Comm Alum 3/4 x 3,Non-stock item,277.78,150.0,aluminum
AVA5A,5 x 8 Avalon areo alum 1 x 5/8,Non-stock item,0.0,0.0,aluminum
AVA5R,5 x 6 Avalon resi. Alum 5/8 4i,Non-stock item,215.33,116.28,aluminum
AVA66C,6 x 6 Avalon Comm Alum 3/4 x 3,Non-stock item,162.96,88.0,aluminum
AVA68C,6 x 8 Avalon Comm Alum 3/4 x 3,Non-stock item,216.67,117.0,aluminum
AVA6A,6 x 8 Avalon areo alum 1 x 5/8,Non-stock item,0.0,0.0,aluminum
AVA6R,6 x 6 Avalon resi. Alum 5/8 4i,Non-stock item,243.7,131.6,aluminum
AWTS200,Adjustable Wood To Steel Adapt,Non-stock item,7.1,2.84,wood
AWTS250,Adjustable Wood To Steel Adapt,Non-stock item,7.45,2.98,wood
AWTS300,Adj.Wood To Steel Adapt.3 in,Non-stock item,8.73,3.49,wood
BA15158,1-5/8 x 1-5/8 BARB ARMS,Non-stock item,11.25,4.5,other
BA2158,2 x 1-5/8 BARB ARMS,Non-stock item,13.43,5.37,other
BA25158,2-1/2 x 1-5/8 BARB ARMS,Non-stock item,13.13,5.25,other
BA3158,3 X1-5/8 BARBARM,Non-stock item,19.5,7.8,other
BAB,BARB ARM BLADE ONLY,Non-stock item,7.52,3.76,other
BABFT4,BABY LOC FENCE FT,Non-stock item,0.0,9.67,other
BABFT5,BABY LOC FT 5 HIGH,Non-stock item,21.66,10.83,other
BABSLEEVE,BABY LOC SLEEVE W/DECK CAP,Non-stock item,9.85,3.94,other
BABY410,BABY LOC 10' SECTION 4-1/2 HIG,Non-stock item,161.17,96.7,section_panel
BABY420,BABY LOC 20' SECTION 4-1/2 HIG,Non-stock item,322.33,193.4,section_panel
BABY510,BABY LOC 20' SECTION 5 HIGH,Non-stock item,361.0,216.6,section_panel
BABY520,BABY LOC 10' SECTION 5 HIGH,Non-stock item,180.5,108.3,section_panel
BABYG4,BABY LOC GATE 4-1/2' HIGH,Non-stock item,595.24,416.67,gate
BABYG5,BABY LOC GATE 5' HIGH,Non-stock item,642.86,450.0,gate
BAD CHECK,,Non-stock item,0.0,0.0,other
bad debt,,Non-stock item,0.0,0.0,other
Balcony,Balcony,Charge item,0.0,,labor_charge
BALD4,4 BALDWIN CUSTOM WOOD,Non-stock item,214.29,150.0,section_panel
BALD5,5 BALDWIN CUSTOM WOOD,Non-stock item,250.0,175.0,section_panel
BALD6,6 BALDWIN CUSTOM WOOD,Non-stock item,282.8,197.96,section_panel
BALD8,8 BALDWIN CUSTOM WOOD,Non-stock item,321.43,225.0,section_panel
bank charge,,Non-stock item,0.0,0.0,labor_charge
BAR4R,4 x 6 Barcelona resi. Alum 5/8,Non-stock item,159.26,86.0,aluminum
BAR5R,5 x 6 Barcelona resi. Alum 5/8,Non-stock item,215.33,116.28,aluminum
BAR6R,6 x 6 Barcelona resi. Alum 5/8,Non-stock item,243.7,131.6,aluminum
BARREL7,7 IN BARREL HINGE - per pair,Non-stock item,65.76,32.88,gate
BAY3,3 BAYPORT CUSTOM WOOD,Non-stock item,110.26,77.18,section_panel
BAY35,42 in BAYPORT CUSTOM WOOD,Non-stock item,120.0,84.0,section_panel
BAY4,4 BAYPORT CUSTOM WOOD,Non-stock item,124.6,87.22,section_panel
BB158,1-5/8 in. BRACE BAND BEVELED w,Non-stock item,4.67,0.7,chain_link
BB200,2 in. BRACE BAND BEVELED with,Non-stock item,6.67,1.0,chain_link
BB2158,2 x 1-5/8 BARB BASE SEMI STEEL,Non-stock item,5.76,2.59,other
BB250,2-1/2 in. BRACE BAND BEVELED w,Non-stock item,7.33,1.1,chain_link
BB25158,2-1/2 x 1-5/8 BARB BASE SEMI S,Non-stock item,5.76,2.59,other
BB300,3 in. BRACE BAND BEVELED with,Non-stock item,7.47,1.12,chain_link
BB3158,3 x 1-5/8 BARB BASE SEMI STEEL,Non-stock item,8.04,3.62,other
BB350,3-1/2 in. Brace Band Beveled w,Non-stock item,21.33,3.2,chain_link
BB400,4 in. BRACE BAND BEVELED with,Non-stock item,10.8,1.62,chain_link
BB400SQ,4 in. BRACE BAND BEVELED squar,Non-stock item,30.6,4.59,chain_link
BB658,6-5/8 in. BRACE BAND BEVELED w,Non-stock item,18.0,2.7,chain_link
BB858,8-5/8 in. BRACE BAND BEVELED w,Non-stock item,15.33,2.3,chain_link
BCUTC,CONCRETE ABRASIVE CUTTING WHEE,Non-stock item,10.56,5.28,concrete
BCUTM,METAL ABRASIVE CUTTING WHEEL 1,Non-stock item,10.56,5.28,other
BDECK,1-1/2 22 GA GALV B DECK X3' X,Non-stock item,164.0,98.4,chain_link
BEL4,4' BELLMORE WITH TOPPER,Non-stock item,255.0,178.5,other
BEL5,5' BELLMORE WITH TOPPER,Non-stock item,273.0,191.1,other
BEL6,6' BELLMORE WITH TOPPER,Non-stock item,402.7,281.89,other
BELP4,4' BELLMORE PLAIN NO TOP,Non-stock item,204.67,143.27,other
BELP5,5' BELLMORE PLAIN NO TOP,Non-stock item,221.96,155.37,other
BELP6,6' BELLMORE PLAIN NO TOP,Non-stock item,263.47,184.43,other
BFTANT,Bft radio antenna with 14' lea,Non-stock item,50.0,35.0,other
BFTBBU,BFT 2 BATTERY BACK UP OPTION P,Non-stock item,161.58,105.03,other
BFTCLONIX,BFT CLONIX EXTERNAL RECEIVER,Non-stock item,136.26,88.57,other
BFTPLASTIC,BFT CP PLASTIC TRACK,Non-stock item,45.38,29.5,post
BFTSTEELTR,BFT CVZ 3' TRACK STEEL,Non-stock item,45.38,29.5,other
BFTTBOX,BFT WIRELESS KEY PAD,Non-stock item,200.0,130.0,chain_link
BFTTRANS,BFT MITTO  ROLLING CODR TRANSM,Non-stock item,37.31,25.0,other
BFTTRANS2,MITTO B RCB02 2CH TRANSMITTER,Non-stock item,37.31,25.0,other
BH400,4 in BEAM HANGER FOR OVERHEAD,Non-stock item,72.4,39.82,other
BH658,6-5/8 in BEAM HANGER FOR OVERH,Non-stock item,137.91,75.85,other
BIT,BIT FOR TEC SCREWS,Non-stock item,5.0,1.5,other
BOB4,4 BOARD ON BOARD SINGLE PAT.,Non-stock item,280.63,196.44,other
BOB42,4 BOARD ON BOARD DOUBLE PAT.,Non-stock item,280.63,196.44,other
BOB5,5 BOARD ON BOARD SINGLE PAT.,Non-stock item,351.43,246.0,other
BOB52,5 BOARD ON BOARD DOUBLE PAT.,Non-stock item,351.43,246.0,other
BOB6,6 BOARD ON BOARD SINGLE PAT.,Non-stock item,329.34,230.54,other
BOB62,6 BOARD ON BOARD DOUBLE PAT.,Non-stock item,288.57,202.0,other
bounced check,,Description only,0.0,,other
BRAD,Bradford mailbox post only,Non-stock item,105.2,57.86,post
BRE158,1-5/8 SEMI ST. RAIL END,Non-stock item,1.33,0.6,other
BRE200,2 in. SEMI ST.  RAIL END,Non-stock item,3.47,1.56,other
BREEZ4,4' x 8' Certainteed - Breezewo,Non-stock item,430.25,236.64,section_panel
BREEZ5,5' x 8' Certainteed - Breezewo,Non-stock item,516.33,283.98,section_panel
BREEZ6,6' x 8' Certainteed - Breezewo,Non-stock item,606.78,333.73,section_panel
BREEZG44,"4' x 50"""" Certainteed - Breeze",Non-stock item,791.76,435.47,section_panel
BREEZG54,"5' x 50"""" Certainteed - Breeze",Non-stock item,974.71,536.09,section_panel
BREEZG64,"6' x 50"""" Certainteed - Breeze",Non-stock item,1064.76,585.62,section_panel
BREEZGK4,"4' x up to 50"""" Breezewood Wal",Non-stock item,333.67,183.52,wood
BREEZGK5,"5' x up to 50"""" Breezewood Wal",Non-stock item,412.64,226.95,wood
BREEZGK6,"6' x up to 50"""" Breezewood Wal",Non-stock item,433.15,238.23,wood
BRI44,BRIGHTON 4 x 4 SECTION,Non-stock item,120.05,66.03,section_panel
BRI46,BRIGHTON 4 x 6 SECTION,Non-stock item,162.8,89.54,section_panel
BRI54,BRIGHTON 5 x 4 SECTION,Non-stock item,127.36,70.05,section_panel
BRI56,BRIGHTON 5 x 6 SECTION,Non-stock item,174.15,95.78,section_panel
BRI64,BRIGHTON 6 x 4 SECTION,Non-stock item,134.75,74.11,section_panel
BRI66,BRIGHTON 6 x 6 SECTION,Non-stock item,185.51,102.03,section_panel
BRIG43,BRIGHTON GATE 4 x 3 OPEN,Non-stock item,227.56,113.78,gate
BRIG44,BRIGHTON GATE 4 x 4 OPEN,Non-stock item,243.5,121.75,gate
BRIG45,BRIGHTON GATE 4 x 5 OPEN,Non-stock item,262.22,131.11,gate
BRIG53,BRIGHTON GATE 5 x 3 OPEN,Non-stock item,240.44,120.22,gate
BRIG54,BRIGHTON GATE 5 x 4 OPEN,Non-stock item,258.56,129.28,gate
BRIG55,BRIGHTON GATE 5 x 5 OPEN,Non-stock item,278.34,139.17,gate
BRIG63,BRIGHTON GATE 6 x 3 OPEN,Non-stock item,254.2,127.1,gate
BRIG64,BRIGHTON GATE 6 x 4 OPEN,Non-stock item,274.5,137.25,gate
BRIG65,BRIGHTON GATE 6 x 5 OPEN,Non-stock item,257.46,128.73,gate
BROOK,Brookfield arbor,Non-stock item,544.09,299.25,other
BRT3,3 in round photo beam reflecto,Non-stock item,10.38,6.75,other
BS10,10 in BLACK WOOD GATE SPRING,Non-stock item,16.45,6.58,gate
BT,4 in. BALL TOP ONLY,Non-stock item,5.7,2.85,other
BT158,1-5/8 in TENSION BAND BEVELED,Non-stock item,6.33,0.95,chain_link
BT200,2 in TENSION BAND BEVELED with,Non-stock item,6.67,1.0,chain_link
BT250,2-1/2 in TENSION BAND BEVELEDw,Non-stock item,7.47,1.12,chain_link
BT300,3 in TENSION BAND BEVELED with,Non-stock item,7.33,1.1,chain_link
BT350,3-1/2 in TENSION BAND BEVELED,Non-stock item,7.65,2.83,chain_link
BT400,4 in TENSION BAND BEVELED with,Non-stock item,10.8,1.62,chain_link
BT400SQ,4 in TENSION BAND BEVELED SQUA,Non-stock item,15.76,5.83,chain_link
BT658,6-5/8 in TENSION BAND BEVELED,Non-stock item,18.07,2.71,chain_link
BT858,8-5/8 in TENSION BAND BEVELED,Non-stock item,24.87,3.73,chain_link
BTA,4 in. BALL TOP ONLY almond col,Non-stock item,5.9,2.95,other
BUFFTECH,,Non-stock item,0.0,0.0,vinyl_pvc
BUT66,6X6 WELDABLE BUTT HINGES PER P,Non-stock item,42.25,23.24,gate
BUTT44,4X4 WELDABLE BUTT HINGES PER P,Non-stock item,19.65,10.81,gate
BW,BARBED WIRE GALV 1350'  - III,Non-stock item,258.0,129.0,chain_link
C138,P.S. GATE COLLAR 1-3/8 W/BOLT,Non-stock item,12.5,2.5,gate
C158,P.S.GATE COLLAR 1-5/8 W/BOLT,Non-stock item,10.3,2.06,gate
C200,P.S.GATE COLLAR 2 in. W/BOLT,Non-stock item,10.35,2.07,gate
C5BP7,"5"""" x 5"""" x 7' Blank Post - Ce",Non-stock item,81.76,44.97,post
C5BP8,"5"""" x 5"""" x 8' Blank Post - Ce",Non-stock item,88.38,48.61,post
C5BP9,"5"""" x 5"""" x 9' Blank Post - Ce",Non-stock item,99.15,54.53,post
C5CP7,"5"""" x 5"""" x 7' Corner Post - C",Non-stock item,81.76,44.97,post
C5CP8,"5"""" x 5"""" x 8' Corner Post - C",Non-stock item,88.38,48.61,post
C5CP9,"5"""" x 5"""" x 9' Corner Post - C",Non-stock item,99.15,54.53,post
C5EP7,"5"""" x 5"""" x 7' End Post - Cert",Non-stock item,81.76,44.97,post
C5EP8,"5"""" x 5"""" x 8' End Post - Cert",Non-stock item,88.38,48.61,post
C5EP9,"5"""" x 5"""" x 9' End Post - Cert",Non-stock item,99.15,54.53,post
C5LP7,"5"""" x 5"""" x 7' Line Post - Cer",Non-stock item,81.76,44.97,post
C5LP8,"5"""" x 5"""" x 8' Line Post - Cer",Non-stock item,88.38,48.61,post
C5LP9,"5"""" x 5"""" x 9' Line Post - Cer",Non-stock item,99.15,54.53,post
CA12275,1/2 x2-3/4 CONCRETE ANCHOR,Non-stock item,2.6,0.91,concrete
CA123,1/2 x3 CONCRETE ANCHOR,Non-stock item,2.34,0.82,concrete
CA12375,1/2 x3-3/4 CONCRETE ANCHOR,Non-stock item,3.71,1.3,concrete
CA18G,galv cable 3/16x7x19 250ft per,Non-stock item,110.54,71.85,chain_link
CA382,3/8 x 2 CONCRETE ANCHOR,Non-stock item,2.29,0.8,concrete
