"ItemID","Description","ItemClass","Category","Material","Style","Color","HeightFt","WidthFt","Retail","Cost"
"HAM5C","HAMPTON STRAIGHT 5 x 8 sec whi","Non-stock item","Section","PVC/Vinyl","Hampton","","5","8","285.19","143.2"
"HAM5CA","HAMPTON STRAIGHT 5 x 8 sec alm","Non-stock item","Section","PVC/Vinyl","Hampton","Almond","5","8","309.85","156.52"
"HAM6A","HAMPTON 6 x 8 SCALLOP sec whit","Non-stock item","Section","PVC/Vinyl","Hampton","","6","8","289.04","145.28"
"HAM6AA","HAMPTON 6 x 8 SCALLOP sec almo","Non-stock item","Section","PVC/Vinyl","Hampton","Almond","6","8","314.09","158.81"
"HAM6B","HAMPTON STEPPED 6 x 8 sec whit","Non-stock item","Section","PVC/Vinyl","Hampton","","6","8","289.04","145.28"
"HAM6BA","HAMPTON STEPPED 6 x 8 sec almo","Non-stock item","Section","PVC/Vinyl","Hampton","Almond","6","8","314.09","158.81"
"HAM6C","HAMPTON STRAIGHT 6 x 8 sec whi","Non-stock item","Section","PVC/Vinyl","Hampton","","6","8","289.04","145.28"
"HAM6CA","HAMPTON STRAIGHT 6 x 8 sec alm","Non-stock item","Section","PVC/Vinyl","Hampton","Almond","6","8","314.09","158.81"
"HAMG43A","HAMPTON SCAL GATE 4 x 3 open w","Non-stock item","Gate","PVC/Vinyl","Hampton","","4","3","319.76","104.88"
"HAMG43AA","HAMPTON SCAL GATE 4 x 3 open a","Non-stock item","Gate","PVC/Vinyl","Hampton","","4","3","340.74","115.37"
"HAMG43B","HAMPTON STEP GATE 4 x 3 open w","Non-stock item","Gate","PVC/Vinyl","Hampton","","4","3","319.76","104.88"
"HAMG43C","HAMPTON STRA GATE 4 x 3 open w","Non-stock item","Gate","PVC/Vinyl","Hampton","","4","3","319.76","104.88"
"HAMG43CA","HAMPTON STRA GATE 4 x 3 open a","Non-stock item","Gate","PVC/Vinyl","Hampton","","4","3","340.74","115.37"
"HAMG44A","HAMPTON SCAL GATE 4 x 4 open w","Non-stock item","Gate","PVC/Vinyl","Hampton","","4","4","352.86","121.43"
"HAMG44AA","HAMPTON SCAL GATE 4 x 4 open A","Non-stock item","Gate","PVC/Vinyl","Hampton","","4","4","377.15","133.57"
"HAMG44B","HAMPTON STEP GATE 4 x 4 open w","Non-stock item","Gate","PVC/Vinyl","Hampton","","4","4","352.86","121.43"
"HAMG44C","HAMPTON STRA GATE 4 x 4 open w","Non-stock item","Gate","PVC/Vinyl","Hampton","","4","4","352.86","121.43"
"HAMG44CA","HAMPTON STRA GATE 4 x 4 open A","Non-stock item","Gate","PVC/Vinyl","Hampton","","4","4","377.15","133.57"
"HAMG45A","HAMPTON SCAL GATE 4 x 5 open w","Non-stock item","Gate","PVC/Vinyl","Hampton","","4","5","385.96","137.98"
"HAMG45AA","HAMPTON SCAL GATE 4 x 5 open a","Non-stock item","Gate","PVC/Vinyl","Hampton","","4","5","413.56","151.78"
"HAMG45B","HAMPTON STEP GATE 4 x 5 open w","Non-stock item","Gate","PVC/Vinyl","Hampton","","4","5","385.96","137.98"
"HAMG45C","HAMPTON STRA GATE 4 x 5 open w","Non-stock item","Gate","PVC/Vinyl","Hampton","","4","5","385.96","137.98"
"HAMG45CA","HAMPTON STRA GATE 4 x 5 open A","Non-stock item","Gate","PVC/Vinyl","Hampton","","4","5","413.56","151.78"
"HAMG53A","HAMPTON SCAL GATE 5 x 3 OPEN","Non-stock item","Gate","PVC/Vinyl","Hampton","","5","3","349.2","119.6"
"HAMG53B","HAMPTON STEP GATE 5 x 3 OPEN","Non-stock item","Gate","PVC/Vinyl","Hampton","","5","3","349.2","119.6"
"HAMG53C","HAMPTON STRA GATE 5 x 3 OPEN","Non-stock item","Gate","PVC/Vinyl","Hampton","","5","3","349.2","119.6"
"HAMG54A","HAMPTON SCAL GATE 5 x 4 OPEN","Non-stock item","Gate","PVC/Vinyl","Hampton","","5","4","388.48","139.24"
"HAMG54B","HAMPTON STEP GATE 5 x 4 OPEN","Non-stock item","Gate","PVC/Vinyl","Hampton","","5","4","388.48","139.24"
"HAMG54C","HAMPTON STRA GATE 5 x 4 OPEN","Non-stock item","Gate","PVC/Vinyl","Hampton","","5","4","388.48","139.24"
"HAMG55A","HAMPTON SCAL GATE 5 x 5 OPEN","Non-stock item","Gate","PVC/Vinyl","Hampton","","5","5","427.76","158.88"
"HAMG55B","HAMPTON STEP GATE 5 x 5 OPEN","Non-stock item","Gate","PVC/Vinyl","Hampton","","5","5","427.76","158.88"
"HAMG55C","HAMPTON STRA GATE 5 x 5 OPEN","Non-stock item","Gate","PVC/Vinyl","Hampton","","5","5","427.76","158.88"
"HAMG63A","HAMPTON SCAL GATE 6 x 3 OPEN","Non-stock item","Gate","PVC/Vinyl","Hampton","","6","3","380.7","135.35"
"HAMG63B","HAMPTON STEP GATE 6 x 3 OPEN","Non-stock item","Gate","PVC/Vinyl","Hampton","","6","3","380.7","135.35"
"HAMG63C","HAMPTON STRA GATE 6 x 3 OPEN","Non-stock item","Gate","PVC/Vinyl","Hampton","","6","3","380.7","135.35"
"HAMG64A","HAMPTON SCAL GATE 6 x 4 OPEN","Non-stock item","Gate","PVC/Vinyl","Hampton","","6","4","426.16","158.08"
"HAMG64B","HAMPTON STEP GATE 6 x 4 OPEN","Non-stock item","Gate","PVC/Vinyl","Hampton","","6","4","426.16","158.08"
"HAMG64C","HAMPTON STRA GATE 6 x 4 OPEN","Non-stock item","Gate","PVC/Vinyl","Hampton","","6","4","426.16","158.08"
"HAMG65A","HAMPTON SCAL GATE 6 x 5 OPEN","Non-stock item","Gate","PVC/Vinyl","Hampton","","6","5","471.62","180.81"
"HAMG65B","HAMPTON STEP GATE 6 x 5 OPEN","Non-stock item","Gate","PVC/Vinyl","Hampton","","6","5","471.62","180.81"
"HAMG65C","HAMPTON STRA GATE 6 x 5 OPEN","Non-stock item","Gate","PVC/Vinyl","Hampton","","6","5","471.62","180.81"
"HAMPKT4","4 HAMPTON PICKETS ONLY (27 pcs","Non-stock item","Section","PVC/Vinyl","Hampton","","","","209.24","104.62"
"HAMPKT4A","4 HAMPTON PICKETS ONLY (27 pcs","Stock item","Section","PVC/Vinyl","Hampton","","","","270.4","135.2"
"HAMPKT5","5 HAMPTON PICKETS ONLY (27 pcs","Non-stock item","Section","PVC/Vinyl","Hampton","","","","220.48","110.24"
"HAMPKT6","6 HAMPTON PICKETS ONLY (27 pcs","Non-stock item","Section","PVC/Vinyl","Hampton","","","","224.64","112.32"
"Hampton","new 4' Hampton Arverne","Non-stock item","Section","PVC/Vinyl","Hampton","","4","4","27","0"
"Hampton Gate","New Gates Arverne","Non-stock item","Gate","PVC/Vinyl","Hampton","","","","400","0"
"HAMPTOP","1 x 8 HAMPTON TOPPER RED CEDAR","Non-stock item","Section","PVC/Vinyl","Hampton","","","8","135.36","67.68"
"HAMPTOP2","2 x 8 HAMPTON TOPPER RED CEDAR","Non-stock item","Section","PVC/Vinyl","Hampton","","","8","206.88","103.44"
"HAN34","HANNIBAL 3 x 4 SECTION","Non-stock item","Section","","Hannibal","","3","4","72.22","39.72"
"HAN354","HANNIBAL 42 x 4 SECTION","Non-stock item","Section","","Hannibal","","","4","76.44","42.04"
"HAN356","HANNIBAL 42 x 6 SECTION","Non-stock item","Section","","Hannibal","","","6","116.58","64.12"
"HAN36","HANNIBAL 3 x 6 SECTION","Non-stock item","Section","","Hannibal","","3","6","110.73","60.9"
"HAN44","HANNIBAL 4 x 4 SECTION","Non-stock item","Section","","Hannibal","","4","4","79.84","43.91"
"HAN46","HANNIBAL 4 x 6 SECTION","Non-stock item","Section","","Hannibal","","4","6","122.47","67.36"
"HANDISIGN","handicap sign","Non-stock item","Cap","","","","","","17.86","12.5"
"HANG33","HANNIBAL GATE 3 x 3 OPEN","Non-stock item","Gate","","Hannibal","","3","3","154.22","77.11"
"HANG34","HANNIBAL GATE 3 x 4 OPEN","Non-stock item","Gate","","Hannibal","","3","4","169.94","84.97"
"HANG35","HANNIBAL GATE 3 x 5 OPEN","Non-stock item","Gate","","Hannibal","","3","5","182.98","91.49"
"HANG353","HANNIBAL GATE 42 x 3 OPEN","Non-stock item","Gate","","Hannibal","","","3","158.62","79.31"
"HANG354","HANNIBAL GATE 42 x 4 OPEN","Non-stock item","Gate","","Hannibal","","","4","176.18","88.09"
"HANG355","HANNIBAL GATE 42 x 5 OPEN","Non-stock item","Gate","","Hannibal","","","5","190.14","95.07"
"HANG43","HANNIBAL GATE 4 x 3 OPEN","Non-stock item","Gate","","Hannibal","","4","3","165.88","82.94"
"HANG44","HANNIBAL GATE 4 x 4 OPEN","Non-stock item","Gate","","Hannibal","","4","4","183.46","91.73"
"HANG45","HANNIBAL GATE 4 x 5 OPEN","Non-stock item","Gate","","Hannibal","","4","5","199.28","99.64"
"HANV44","HANVER 4 x 4 SECTION","Non-stock item","Section","","Hanver","","4","4","121.35","66.74"
"HANV46","HANVER 4 x 6 SECTION","Non-stock item","Section","","Hanver","","4","6","179.38","98.66"
"HANV54","HANVER 5 x 4 SECTION","Non-stock item","Section","","Hanver","","5","4","139.18","76.55"
"HANV56","HANVER 5 x 6 SECTION","Non-stock item","Section","","Hanver","","5","6","206.51","113.58"
"HANV64","HANVER 6 x 4 SECTION","Non-stock item","Section","","Hanver","","6","4","148.67","81.77"
"HANV66","HANVER 6 x 6 SECTION","Non-stock item","Section","","Hanver","","6","6","220.73","121.4"
"HANVG43","HANVER GATE 4 x 3 OPEN","Non-stock item","Gate","","Hanver","","4","3","201.16","100.58"
"HANVG44","HANVER GATE 4 x 4 OPEN","Non-stock item","Gate","","Hanver","","4","4","219","109.5"
"HANVG45","HANVER GATE 4 x 5 OPEN","Non-stock item","Gate","","Hanver","","4","5","238.04","119.02"
"HANVG53","HANVER GATE 5 x 3 OPEN","Non-stock item","Gate","","Hanver","","5","3","239.54","119.77"
"HANVG54","HANVER GATE 5 x 4 OPEN","Non-stock item","Gate","","Hanver","","5","4","289.54","144.77"
"HANVG55","HANVER GATE 5 x 5 OPEN","Non-stock item","Gate","","Hanver","","5","5","289.54","144.77"
"HANVG63","HANVER GATE 6 x 3 OPEN","Non-stock item","Gate","","Hanver","","6","3","253","126.5"
"HANVG64","HANVER GATE 6 x 4 OPEN","Non-stock item","Gate","","Hanver","","6","4","280.96","140.48"
"HANVG65","HANVER GATE 6 x 5 OPEN","Non-stock item","Gate","","Hanver","","6","5","308.18","154.09"
"HCA4","HEAVY CEDAR ARBOR 4' WIDE","Non-stock item","Other","Wood","","","4","4","0","0"
"HCA42","HEAVY CEDAR ARBOR 42' WIDE","Non-stock item","Other","Wood","","","","","0","0"
"HCA5","HEAVY CEDAR ARBOR 5' WIDE","Non-stock item","Other","Wood","","","5","5","0","0"
"HCA6","HEAVY CEDAR ARBOR 6' WIDE","Non-stock item","Other","Wood","","","6","6","0","0"
"HCA8","HEAVY CEDAR ARBOR 8' WIDE","Non-stock item","Other","Wood","","","8","8","0","0"
"HD150","DRIVE POST","Non-stock item","Other","","","","","","1.67","0.3"
"HD200","¼ x  2 HAMMER DRIVE","Non-stock item","Other","","","","","","2.5","0.45"
"HDBC158","1 5/8 in. H.D. BALL CAP","Non-stock item","Other","","","","","","18.23","5.47"
"HDBC200","2 in. H.D. BALL CAP","Non-stock item","Other","","","","","","24.53","7.36"
"HDBC250","2 ½ in. H.D. BALL CAP","Non-stock item","Other","","","","","","33.97","10.19"
"HDVA44","FREEDOM 4 in 4 x 4 x 48 OPEN","Non-stock item","Other","","","","4","4","1045.45","575"
"HDVA45","FREEDOM 4 in 4 x 4 x 60 OPEN","Non-stock item","Other","","","","4","6","1181.82","650"
"HDVA54","FREEDOM 5 in 5 x 5 x 48 OPEN","Non-stock item","Other","","","","5","5","1045.45","575"
"HDVA55","FREEDOM 5 in 5 x 5 x 60 OPEN","Non-stock item","Other","","","","5","6","1181.82","650"
"HELPER","","Non-stock item","Other","","","","","","0","0"
"HI4H","4X4 hvy duty weldable hinge","Non-stock item","Hinge","","","","4","4","28","14"
"HI6H","6X6 hvy duty weldable hinge","Non-stock item","Hinge","","","","6","6","36.86","18.43"
"HIARCH","HIGHLANDER ARCH","Non-stock item","Other","","","","","","703.64","387"
"HIFLAT","HIGHLANDER FLAT","Non-stock item","Other","","","","","","407.27","224"
"HIL4R","4 x 6 Hialeah resi alum 5/8 2i","Non-stock item","Other","Aluminum","","","4","6","0","0"
"HIL5R","5X6 Hialeah resi alum 5/8 2in","Non-stock item","Other","Aluminum","","","5","6","0","0"
"HIL6R","6X6 Hialeah resi alum 5/8 2in","Non-stock item","Other","Aluminum","","","6","6","0","0"
"HK","8 in ROLL GATE KIT COMMERCIAL","Non-stock item","Gate","","","","","","135.97","78.86"
"HOL4","HOLLINGSWORTH 4 x 8 sec white","Non-stock item","Section","","","White","4","8","158.71","89.22"
"HOL4A","HOLLINGSWORTH 4 x 8 sec almond","Non-stock item","Section","","","Almond","4","8","173.16","97.89"
"HOL4AD","HOLLINGSWORTH 4 x 8 sec adobe","Non-stock item","Section","","","Adobe","4","8","176.13","99.68"
"HOL4G","HOLLINGSWORTH 4 x 8 sec gray c","Non-stock item","Section","","","Gray","4","8","173.16","97.89"
"HOL5","HOLLINGSWORTH 5 x 8 sec white","Non-stock item","Section","","","White","5","8","186.12","105.67"
"HOL5A","HOLLINGSWORTH 5 x 8 sec almond","Non-stock item","Section","","","Almond","5","8","203.32","115.99"
"HOL5AD","HOLLINGSWORTH 5 x 8 sec adobe","Non-stock item","Section","","","Adobe","5","8","211.91","121.15"
"HOL5G","HOLLINGSWORTH 5 x 8 sec Gray c","Non-stock item","Section","","","Gray","5","8","203.32","115.99"
"HOL6","HOLLINGSWORTH 6 x 8 sec white","Non-stock item","Section","","","White","6","8","186.12","105.67"
"HOL6A","HOLLINGSWORTH 6 x 8 sec almond","Non-stock item","Section","","","Almond","6","8","203.32","115.99"
"HOL6AD","HOLLINGSWORTH 6 x 8 sec adobe","Non-stock item","Section","","","Adobe","6","8","211.91","121.15"
"HOL6G","HOLLINGSWORTH 6 x 8 sec gray c","Non-stock item","Section","","","Gray","6","8","203.32","115.99"
"HOL6M","HOLLINGSWORTH 6 x 8 mini latti","Non-stock item","Other","","","","6","8","209.08","119.45"
"HOL6X","HOLLINGSWORTH 6 x 8 sec white","Non-stock item","Section","","","White","6","8","158.13","91.88"
"HOL7X","HOLLINGSWORTH 7 x 8 sec white","Non-stock item","Section","","","White","7","8","172.52","100.51"
"HOL8X","HOLLINGSWORTH 8 x 8 sec white","Non-stock item","Section","","","White","8","8","186.17","108.7"
"HOLG43","HOLLINGSWORTH GATE 4 x 3 OPEN","Non-stock item","Gate","","","","4","3","364.86","107.43"
"HOLG43A","HOLLINGSWORTH GATE 4 x 3 open","Non-stock item","Gate","","","","4","3","386.34","118.17"
"HOLG43AD","HOLLINGSWORTH GATE 4 x 3 open","Non-stock item","Gate","","","","4","3","397.09","123.54"
"HOLG43G","HOLLINGSWORTH GATE 4 x 3 open","Non-stock item","Gate","","","","4","3","386.34","118.17"
"HOLG44","HOLLINGSWORTH GATE 4 x 4 OPEN","Non-stock item","Gate","","","","4","4","388.87","119.44"
"HOLG44A","HOLLINGSWORTH GATE 4 x 4 open","Non-stock item","Gate","","","","4","4","412.76","131.38"
"HOLG44AD","HOLLINGSWORTH GATE 4 x 4 open","Non-stock item","Gate","","","","4","4","424.7","137.35"
"HOLG44G","HOLLINGSWORTH GATE 4 x 4 open","Non-stock item","Gate","","","","4","4","412.76","131.38"
"HOLG45","HOLLINGSWORTH GATE 4 x 5 open","Non-stock item","Gate","","","","4","5","414.36","132.18"
"HOLG45A","HOLLINGSWORTH GATE 4 x 5 open","Non-stock item","Gate","","","","4","5","440.8","145.4"
"HOLG45G","HOLLINGSWORTH GATE 4 x 5 open","Non-stock item","Gate","","","","4","5","454.02","152.01"
"HOLG53","HOLLINGSWORTH GATE 5 x 3 open","Non-stock item","Gate","","","","5","3","382.5","116.25"
"HOLG53A","HOLLINGSWORTH GATE 5 x 3 open","Non-stock item","Gate","","","","5","3","405.75","127.87"
"HOLG53AD","HOLLINGSWORTH GATE 5 x 3 open","Non-stock item","Gate","","","","5","3","417.37","133.69"
"HOLG53G","HOLLINGSWORTH GATE 5 x 3 open","Non-stock item","Gate","","","","5","3","405.75","127.87"
"HOLG54","HOLLINGSWORTH GATE 5 x 4 white","Non-stock item","Gate","","","White","5","4","409.47","129.74"
"HOLG54A","HOLLINGSWORTH GATE 5 x 4 almon","Non-stock item","Gate","","","Almond","5","4","435.42","142.71"
"HOLG54AD","HOLLINGSWORTH GATE 5 x 4 Adobe","Non-stock item","Gate","","","Adobe","5","4","448.39","149.2"
"HOLG54G","HOLLINGSWORTH GATE 5 x 4 Gray","Non-stock item","Gate","","","Gray","5","4","435.42","142.71"
"HOLG55","HOLLINGSWORTH GATE 5 x 5 open","Non-stock item","Gate","","","","5","5","437.92","143.96"
"HOLG55A","HOLLINGSWORTH GATE 5 x 5 open","Non-stock item","Gate","","","","5","5","466.71","158.36"
"HOLG55AD","HOLLINGSWORTH GATE 5 x 5 open","Non-stock item","Gate","","","","5","5","481.11","165.56"
"HOLG55G","HOLLINGSWORTH GATE 5 x 5 open","Non-stock item","Gate","","","","5","5","466.71","158.36"
"HOLG63","HOLLINGSWORTH GATE 6 x 3 white","Non-stock item","Gate","","","White","6","3","400.14","125.07"
"HOLG63A","HOLLINGSWORTH GATE 6 x 3 almon","Non-stock item","Gate","","","Almond","6","3","425.15","137.58"
"HOLG63AD","HOLLINGSWORTH GATE 6 x 3 Adobe","Non-stock item","Gate","","","Adobe","6","3","437.66","143.83"
"HOLG63G","HOLLINGSWORTH GATE 6 x 3 Gray","Non-stock item","Gate","","","Gray","6","3","425.15","137.58"
"HOLG64","HOLLINGSWORTH GATE 6 x 4 open","Non-stock item","Gate","","","","6","4","430.07","140.04"
"HOLG64A","HOLLINGSWORTH GATE 6 x 4 open","Non-stock item","Gate","","","","6","4","458.08","154.04"
"HOLG64AD","HOLLINGSWORTH GATE 6 x 4 open","Non-stock item","Gate","","","","6","4","472.08","161.04"
"HOLG64G","HOLLINGSWORTH GATE 6 x 4 open","Non-stock item","Gate","","","","6","4","458.08","154.04"
"HOLG65","HOLLINGSWORTH GATE 6 x 5 open","Non-stock item","Gate","","","","6","5","461.48","155.74"
"HOLG65A","HOLLINGSWORTH GATE 6 x 5 open","Non-stock item","Gate","","","","6","5","492.63","171.32"
"HOLG65AD","HOLLINGSWORTH GATE 6 x 5 open","Non-stock item","Gate","","","","6","5","508.2","179.1"
"HOLG65G","HOLLINGSWORTH GATE 6 x 5 open","Non-stock item","Gate","","","","6","5","492.63","171.32"
"HQH","QUALITY HINGE STANDARD S.S. 2-","Non-stock item","Hinge","","","","","","65.71","43.37"
"HQHH","QUALITY HINGE HEAVY S.S. 2-SID","Non-stock item","Hinge","","","","","","79.58","52.52"
"HQHS","corner stone nylon self closin","Non-stock item","Other","","","","","","53.21","35.12"
"HQL","TWO WAY UTILITY LATCH S.S. nw3","Non-stock item","Latch","","","","","","35.42","23.38"
"HR11S","11 ga. STEEL HOG RINGS 750 PCS","Non-stock item","Other","","","","","","11.22","5.61"
"HR9","9 ga. ALUM HOG RINGS 242 PCS 1","Non-stock item","Other","Aluminum","","","","","9.78","4.89"
"HR9S","9 ga. STEEL HOG RINGS 110 PCS","Non-stock item","Other","","","","","","18.4","9.2"
"HRH3","42"""" X 3' HAMPTON HANDRAIL 1-1","Non-stock item","Section","PVC/Vinyl","Hampton","","3","3","98.77","41.26"
"HRH4","42"""" X 4' HAMPTON HANDRAIL 1-1","Non-stock item","Section","PVC/Vinyl","Hampton","","4","4","119.4","53.64"
"HRH6","42"""" X 6' HAMPTON HANDRAIL 1-1","Non-stock item","Section","PVC/Vinyl","Hampton","","6","6","165.82","81.49"
"HRH8","42"""" X 8' HAMPTON HANDRAIL 1-1","Non-stock item","Section","PVC/Vinyl","Hampton","","8","8","212.42","109.45"
"HRHG3","42"""" X 3' WIDE HAMPTON HAND RA","Non-stock item","Section","PVC/Vinyl","Hampton","","3","3","226.06","73.03"
"HRHG4","42"""" X 4' WIDE HAMPTON HAND RA","Non-stock item","Section","PVC/Vinyl","Hampton","","4","4","249.64","84.82"
"HRHG5","42"""" X 5'  WIDE HAMPTON HAND R","Non-stock item","Section","PVC/Vinyl","Hampton","","5","5","273.22","96.61"
"HRHS3","42"""" X 3' HAMPTON STAIR RAIL 1","Non-stock item","Section","PVC/Vinyl","Hampton","","3","3","98.77","41.26"
"HRHS4","42"""" X 4' HAMPTON STAIR RAIL 1","Non-stock item","Section","PVC/Vinyl","Hampton","","4","4","113.33","50"
"HRHS6","42"""" X 6' HAMPTON STAIR RAIL 1","Non-stock item","Section","PVC/Vinyl","Hampton","","6","6","160.25","78.15"
"HRHS8","42"""" X 8' HAMPTON STAIR RAIL 1","Non-stock item","Section","PVC/Vinyl","Hampton","","8","8","207.17","106.3"
"HRM3","42 x 3' Malibu Handrail straig","Non-stock item","Section","PVC/Vinyl","Malibu","","3","3","101.13","42.68"
"HRM4","42 x 4' Malibu Handrail straig","Non-stock item","Section","PVC/Vinyl","Malibu","","4","4","111.47","48.88"
"HRM6","42 x 6' Malibu Handrail straig","Non-stock item","Section","PVC/Vinyl","Malibu","","6","6","157.22","76.33"
"HRM8","42 x 8' Malibu Handrail straig","Non-stock item","Section","PVC/Vinyl","Malibu","","8","8","202.97","103.78"
"HRMG3","42"""" X 3' WIDE MALIBU HAND RAI","Non-stock item","Section","PVC/Vinyl","Malibu","","3","3","219.6","69.8"
"HRMG4","42"""" X 4' WIDE MALIBU HAND RAI","Non-stock item","Section","PVC/Vinyl","Malibu","","4","4","234.96","77.48"
"HRMG5","42"""" X 5' WIDE MALIBU HAND RAI","Non-stock item","Section","PVC/Vinyl","Malibu","","5","5","250.32","85.16"
"HRMS3","42"""" X 3' MALIBU HANDRAIL STAI","Non-stock item","Section","PVC/Vinyl","Malibu","","3","3","96.12","39.67"
"HRMS4","42"""" X 4' MALIBU HANDRAIL STAI","Non-stock item","Section","PVC/Vinyl","Malibu","","4","4","106.45","45.87"
"HRMS6","42"""" X 6' MALIBU HANDRAIL STAI","Non-stock item","Section","PVC/Vinyl","Malibu","","6","6","147.18","70.31"
